id,5BZCATName,SourceClassification,R.A.(J2000),Dec.(J2000),Redshift
3058,5BZQJ2010-2523,QSORLoudflatradiosp.,302.58233,-25.39981,0.825
3059,5BZQJ2010+6116,QSORLoudflatradiosp.,302.70538,61.27089,0.87
3060,5BZQJ2011-1546,QSORLoudflatradiosp.,302.81546,-15.77786,1.178
3061,5BZBJ2012+4628,BLLac,303.0235,46.48217,
3062,5BZBJ2014-0047,BLLac,303.61933,-0.78967,
3063,5BZBJ2014+0648,BLLac,303.6295,6.81453,0.341
3064,5BZQJ2015-1252,QSORLoudflatradiosp.,303.80708,-12.88247,0.614
3065,5BZBJ2015-0137,BLLac,303.81317,-1.62572,
3066,5BZUJ2015+3710,BlazarUncertaintype,303.86971,37.18319,
3067,5BZQJ2015+6554,QSORLoudflatradiosp.,303.98071,65.91464,2.845
3068,5BZBJ2016-0903,BLLac,304.10013,-9.05928,
3069,5BZQJ2017+7440,QSORLoudflatradiosp.,304.3045,74.68,2.187
3070,5BZQJ2017+0603,QSORLoudflatradiosp.,304.30587,6.052,1.743
3071,5BZBJ2017-3753,BLLac,304.36958,-37.89611,0.598
3072,5BZQJ2018-1109,QSORLoudflatradiosp.,304.61671,-11.16542,0.9
3073,5BZQJ2018-0509,QSORLoudflatradiosp.,304.74067,-5.15817,0.905
3074,5BZQJ2019-5201,QSORLoudflatradiosp.,304.76829,-52.02764,1.717
3075,5BZQJ2020+6747,QSORLoudflatradiosp.,305.07879,67.78511,2.571
3076,5BZQJ2022+6136,QSORLoudflatradiosp.,305.52783,61.61633,0.228
3077,5BZBJ2022-4513,BLLac,305.60917,-45.22528,
3078,5BZBJ2022+7611,BLLac,305.64825,76.19061,
3079,5BZUJ2023-1139,BlazarUncertaintype,305.90279,-11.66608,
3080,5BZQJ2023-3655,QSORLoudflatradiosp.,305.94208,-36.9225,1.048
3081,5BZQJ2024-3253,QSORLoudflatradiosp.,306.14825,-32.89331,1.465
3082,5BZQJ2024+1718,QSORLoudflatradiosp.,306.23567,17.30367,1.05
3083,5BZQJ2025+0316,QSORLoudflatradiosp.,306.29013,3.27903,2.21
3084,5BZUJ2025+3343,BlazarUncertaintype,306.29517,33.71672,0.219
3085,5BZQJ2025-0735,QSORLoudflatradiosp.,306.41942,-7.59797,1.388
3086,5BZQJ2025-2845,QSORLoudflatradiosp.,306.47338,-28.76353,0.884
3087,5BZQJ2027-0831,QSORLoudflatradiosp.,306.96917,-8.53219,1.697
3088,5BZUJ2029+4926,BlazarUncertaintype,307.41612,49.4395,
3089,5BZUJ2030-0622,BlazarUncertaintype,307.56308,-6.37081,0.671
3090,5BZQJ2030-0503,QSORLoudflatradiosp.,307.59342,-5.05356,0.543
3091,5BZUJ2030-3039,BlazarUncertaintype,307.74138,-30.65678,0.539
3092,5BZQJ2031+0239,QSORLoudflatradiosp.,307.94687,2.66036,0.858
3093,5BZQJ2031+5455,QSORLoudflatradiosp.,307.94983,54.91753,1.262
3094,5BZUJ2031+1219,BlazarUncertaintype,307.97913,12.32814,1.215
3095,5BZUJ2034+1154,BlazarUncertaintype,308.65463,11.90872,0.607
3096,5BZQJ2035+1056,QSORLoudflatradiosp.,308.84304,10.93522,0.601
3097,5BZQJ2035-6944,QSORLoudflatradiosp.,308.92029,-69.73536,0.875
3098,5BZQJ2035-6846,QSORLoudflatradiosp.,308.95367,-68.77606,1.084
3099,5BZQJ2035-6602,QSORLoudflatradiosp.,308.96467,-66.03542,2.296
3100,5BZBJ2036+6553,BLLac,309.08392,65.88736,
3101,5BZQJ2036-2830,QSORLoudflatradiosp.,309.15738,-28.50736,2.308
3102,5BZQJ2036-0629,QSORLoudflatradiosp.,309.16962,-6.48439,1.636
3103,5BZQJ2036-2146,QSORLoudflatradiosp.,309.21321,-21.77686,2.299
3104,5BZQJ2037-1522,QSORLoudflatradiosp.,309.36642,-15.36681,1.802
3105,5BZQJ2038+5119,QSORLoudflatradiosp.,309.65429,51.32019,1.686
3106,5BZBJ2038-2636,BLLac,309.68742,-26.60881,0.437
3107,5BZBJ2039-1046,BLLac,309.75296,-10.77828,
3108,5BZBJ2039+5219,BLLacCandidate,309.84792,52.33053,0.053
3109,5BZQJ2039-7206,QSORLoudflatradiosp.,309.99196,-72.11564,1
3110,5BZQJ2040-2507,QSORLoudflatradiosp.,310.03654,-25.12964,1.574
3111,5BZGJ2042+2426,BLLac-galaxydominated,310.52521,24.44786,0.104
3112,5BZQJ2042-2255,QSORLoudflatradiosp.,310.72604,-22.93331,2.12
3113,5BZQJ2042-2223,QSORLoudflatradiosp.,310.73867,-22.39081,3.63
3114,5BZQJ2043+1255,QSORLoudflatradiosp.,310.79254,12.92044,3.277
3115,5BZQJ2047-1639,QSORLoudflatradiosp.,311.83196,-16.65161,1.932
3116,5BZBJ2047-2908,BLLac,311.89962,-29.14972,0.333
3117,5BZGJ2049-0039,BLLac-galaxydominated,312.34058,-0.65739,0.257
3118,5BZBJ2050+0407,BLLac,312.526,4.13025,
3119,5BZQJ2050-2628,QSORLoudflatradiosp.,312.60288,-26.47183,1.633
3120,5BZQJ2050+3127,QSORLoudflatradiosp.,312.71304,31.45761,3.18
3121,5BZBJ2051+7441,BLLacCandidate,312.89054,74.69458,
3122,5BZUJ2051+1743,BlazarUncertaintype,312.89825,17.72692,0.195
3123,5BZQJ2052-6523,QSORLoudflatradiosp.,313.02796,-65.38653,1.15
3124,5BZBJ2052+0810,BLLac,313.17933,8.17708,
3125,5BZGJ2054+0015,BLLac-galaxydominated,313.73687,0.2605,0.151
3126,5BZGJ2055-0506,BLLac-galaxydominated,313.84742,-5.10536,0.342
3127,5BZBJ2055-0021,BLLac,313.86758,-0.35478,
3128,5BZQJ2056-4714,QSORLoudflatradiosp.,314.06817,-47.24656,1.491
3129,5BZBJ2056-3208,BLLac,314.10446,-32.14661,
3130,5BZQJ2056-3857,QSORLoudflatradiosp.,314.22879,-38.95461,1.937
3131,5BZQJ2057-3734,QSORLoudflatradiosp.,314.42333,-37.5675,1.071
3132,5BZGJ2059-0037,BLLac-galaxydominated,314.91075,-0.63222,0.335
3133,5BZQJ2101-2933,QSORLoudflatradiosp.,315.25692,-29.55772,1.492
3134,5BZQJ2101+0341,QSORLoudflatradiosp.,315.41179,3.69203,1.012
3135,5BZQJ2102+6015,QSORLoudflatradiosp.,315.66758,60.25272,4.575
3136,5BZGJ2103-6812,BLLac-galaxydominated,315.90079,-68.20078,0.041
3137,5BZUJ2105-4848,BlazarUncertaintype,316.25483,-48.81292,1.041
3138,5BZQJ2106+2135,QSORLoudflatradiosp.,316.54508,21.59333,0.647
3139,5BZQJ2106+0231,QSORLoudflatradiosp.,316.61729,2.52717,2.942
3140,5BZQJ2108-2911,QSORLoudflatradiosp.,317.03083,-29.18811,1.566
3141,5BZQJ2108+1430,QSORLoudflatradiosp.,317.17096,14.5075,2.017
3142,5BZBJ2108-0250,BLLac,317.18637,-2.84283,0.149
3143,5BZBJ2108-6637,BLLac,317.21592,-66.62297,
3144,5BZQJ2109-4110,QSORLoudflatradiosp.,317.38829,-41.17239,1.058
3145,5BZQJ2109-1332,QSORLoudflatradiosp.,317.45792,-13.54611,1.226
3146,5BZQJ2110-1020,QSORLoudflatradiosp.,317.50408,-10.34925,2.5
3147,5BZQJ2110+0809,QSORLoudflatradiosp.,317.54033,8.16539,1.58
3148,5BZQJ2110-0126,QSORLoudflatradiosp.,317.59425,-1.4495,0.904
3149,5BZQJ2114-6851,QSORLoudflatradiosp.,318.55587,-68.85064,2.91
3150,5BZQJ2114+2832,QSORLoudflatradiosp.,318.74304,28.54922,2.345
3151,5BZUJ2115-1416,BlazarUncertaintype,318.82683,-14.27872,1.7
3152,5BZQJ2115+2933,QSORLoudflatradiosp.,318.87254,29.56067,1.514
3153,5BZBJ2116-0108,BLLac,319.01346,-1.14122,0.305
3154,5BZGJ2116-0628,BLLac-galaxydominated,319.04954,-6.47511,0.292
3155,5BZBJ2116+3339,BLLac,319.0605,33.65567,
3156,5BZQJ2116-5527,QSORLoudflatradiosp.,319.12425,-55.45567,1.722
3157,5BZQJ2117+0502,QSORLoudflatradiosp.,319.33637,5.04933,1.794
3158,5BZQJ2118+0013,QSORLoudflatradiosp.,319.57246,0.22131,0.463
3159,5BZQJ2118-0636,QSORLoudflatradiosp.,319.68017,-6.605,0.328
3160,5BZQJ2119-1106,QSORLoudflatradiosp.,319.91621,-11.10392,1.844
3161,5BZQJ2121+1901,QSORLoudflatradiosp.,320.25254,19.02453,2.18
3162,5BZQJ2121-6111,QSORLoudflatradiosp.,320.26696,-61.19017,1.017
3163,5BZBJ2123-1036,BLLac,320.78029,-10.6135,
3164,5BZQJ2123+0535,QSORLoudflatradiosp.,320.9355,5.58947,1.941
3165,5BZQJ2123-3046,QSORLoudflatradiosp.,320.9525,-30.76817,1.879
3166,5BZQJ2124-6028,QSORLoudflatradiosp.,321.01242,-60.46917,1.098
3167,5BZQJ2125+0441,QSORLoudflatradiosp.,321.37192,4.69319,1.394
3168,5BZQJ2126-4605,QSORLoudflatradiosp.,321.62792,-46.09664,1.67
3169,5BZQJ2126-0119,QSORLoudflatradiosp.,321.6365,-1.32567,2.191
3170,5BZBJ2127+3613,BLLac,321.92929,36.21825,
3171,5BZQJ2128-0244,QSORLoudflatradiosp.,322.09258,-2.74244,1.822
3172,5BZQJ2129-1538,QSORLoudflatradiosp.,322.30075,-15.64472,3.268
3173,5BZUJ2129+0035,BlazarUncertaintype,322.41954,0.59108,0.426
3174,5BZUJ2130-0927,BlazarUncertaintype,322.57954,-9.46039,
3175,5BZQJ2130-4515,QSORLoudflatradiosp.,322.71833,-45.26203,2.713
3176,5BZBJ2131-2746,BLLac,322.76371,-27.78278,
3177,5BZQJ2131-1207,QSORLoudflatradiosp.,322.89692,-12.118,0.499
3178,5BZBJ2131-0915,BLLac,322.8975,-9.25639,0.449
3179,5BZBJ2131-2515,BLLac,322.96371,-25.26611,
3180,5BZQJ2132-4537,QSORLoudflatradiosp.,323.118,-45.62728,1.332
3181,5BZGJ2133+2528,BLLac-galaxydominated,323.30983,25.48308,0.294
3182,5BZQJ2133+8239,QSORLoudflatradiosp.,323.392,82.65169,2.35
3183,5BZBJ2134-0153,BLLac,323.54296,-1.88811,1.283
3184,5BZQJ2135-5006,QSORLoudflatradiosp.,323.83392,-50.11447,2.181
3185,5BZQJ2135-0803,QSORLoudflatradiosp.,323.96642,-8.05289,1.396
3186,5BZBJ2136-4443,BLLac,324.07662,-44.73025,
3187,5BZQJ2136+0041,QSORLoudflatradiosp.,324.16079,0.69839,1.941
3188,5BZQJ2138-2439,QSORLoudflatradiosp.,324.65492,-24.66514,0.819
3189,5BZBJ2138-2053,BLLac,324.71988,-20.89625,0.29
3190,5BZQJ2139+1423,QSORLoudflatradiosp.,324.75546,14.39333,2.427
3191,5BZBJ2139-4235,BLLac,324.85067,-42.589,
3192,5BZQJ2139+0122,QSORLoudflatradiosp.,324.92712,1.37422,1.401
3193,5BZGJ2140-2339,BLLac-galaxydominated,325.06317,-23.66111,0.313
3194,5BZQJ2141-3729,QSORLoudflatradiosp.,325.46854,-37.48694,0.423
3195,5BZQJ2142-0437,QSORLoudflatradiosp.,325.65375,-4.62875,0.344
3196,5BZBJ2143-3929,BLLac,325.76196,-39.49019,0.429
3197,5BZGJ2143-2845,BLLac-galaxydominated,325.851,-28.76592,0.172
3198,5BZQJ2143+1743,QSORLoudflatradiosp.,325.89808,17.73022,0.213
3199,5BZBJ2144-0028,BLLac,326.02612,-0.48281,
3200,5BZQJ2145-3357,QSORLoudflatradiosp.,326.25471,-33.95456,1.361
3201,5BZQJ2145+1115,QSORLoudflatradiosp.,326.32825,11.25758,0.548
3202,5BZGJ2145-0434,BLLac-galaxydominated,326.38912,-4.57753,0.07
3203,5BZQJ2145-3142,QSORLoudflatradiosp.,326.44558,-31.7095,0.66
3204,5BZBJ2145+0719,BLLac,326.46792,7.32422,0.237
3205,5BZQJ2146-1525,QSORLoudflatradiosp.,326.59575,-15.42886,0.698
3206,5BZBJ2146-4748,BLLac,326.60708,-47.81044,
3207,5BZQJ2146-7755,QSORLoudflatradiosp.,326.62529,-77.93186,0.334
3208,5BZBJ2146-1344,BLLac,326.65396,-13.7335,
3209,5BZGJ2147-1019,BLLac-galaxydominated,326.75187,-10.31997,0.08
3210,5BZQJ2147-7812,QSORLoudflatradiosp.,326.77433,-78.20608,0.732
3211,5BZQJ2147+0929,QSORLoudflatradiosp.,326.79233,9.49631,1.113
3212,5BZQJ2147-7536,QSORLoudflatradiosp.,326.80304,-75.60367,1.138
3213,5BZQJ2147-0620,QSORLoudflatradiosp.,326.84121,-6.34036,0.806
3214,5BZQJ2147-3601,QSORLoudflatradiosp.,326.87971,-36.03092,2.084
3215,5BZGJ2147-1608,BLLac-galaxydominated,326.96958,-16.14522,0.104
3216,5BZQJ2147-7621,QSORLoudflatradiosp.,326.97146,-76.35811,1.884
3217,5BZQJ2148+0657,QSORLoudflatradiosp.,327.02275,6.96072,0.999
3218,5BZBJ2148-0733,BLLac,327.02946,-7.56303,
3219,5BZQJ2148-1723,QSORLoudflatradiosp.,327.15333,-17.39556,2.13
3220,5BZBJ2149+0322,BLLac,327.42446,3.38094,
3221,5BZQJ2150-6802,QSORLoudflatradiosp.,327.55579,-68.04733,1.265
3222,5BZGJ2150-1410,BLLac-galaxydominated,327.56458,-14.18058,0.229
3223,5BZBJ2150+1119,BLLac,327.71546,11.32128,0.495
3224,5BZQJ2150-2812,QSORLoudflatradiosp.,327.72121,-28.21186,0.865
3225,5BZQJ2151-2742,QSORLoudflatradiosp.,327.84129,-27.70644,1.485
3226,5BZQJ2151+0709,QSORLoudflatradiosp.,327.88096,7.15744,1.364
3227,5BZQJ2151+0552,QSORLoudflatradiosp.,327.90783,5.87028,0.74
3228,5BZQJ2151-3027,QSORLoudflatradiosp.,327.98133,-30.46492,2.345
3229,5BZQJ2152-7807,QSORLoudflatradiosp.,328.01313,-78.1185,3.997
3230,5BZBJ2152-1205,BLLac,328.05879,-12.09483,
3231,5BZBJ2152+1734,BLLac,328.10342,17.57717,
3232,5BZBJ2153-0042,BLLac,328.27225,-0.7085,0.341
3233,5BZQJ2153-1136,QSORLoudflatradiosp.,328.45925,-11.60386,1.582
3234,5BZQJ2154-1501,QSORLoudflatradiosp.,328.531,-15.02542,1.208
3235,5BZQJ2155+2250,QSORLoudflatradiosp.,328.77692,22.83953,1.35
3236,5BZUJ2156-0037,BlazarUncertaintype,329.0615,-0.61794,0.495
3237,5BZQJ2156-2012,QSORLoudflatradiosp.,329.14067,-20.20858,1.309
3238,5BZBJ2156-0855,BLLac,329.20975,-8.9265,
3239,5BZQJ2157+1014,QSORLoudflatradiosp.,329.30358,10.24022,0.761
3240,5BZQJ2157+3127,QSORLoudflatradiosp.,329.37008,31.45039,1.486
3241,5BZQJ2157+0649,QSORLoudflatradiosp.,329.43017,6.82261,0.626
3242,5BZQJ2158-1501,QSORLoudflatradiosp.,329.52617,-15.01925,0.672
3243,5BZBJ2158-3013,BLLac,329.71696,-30.22558,0.116
3244,5BZUJ2159-2841,BlazarUncertaintype,329.79567,-28.68817,0.271
3245,5BZQJ2159-1500,QSORLoudflatradiosp.,329.83417,-15.01028,2.27
3246,5BZQJ2200-1945,QSORLoudflatradiosp.,330.03237,-19.76317,1.198
3247,5BZQJ2200+0234,QSORLoudflatradiosp.,330.20587,2.57503,1.323
3248,5BZQJ2200-1632,QSORLoudflatradiosp.,330.22867,-16.54242,0.836
3249,5BZQJ2201+5048,QSORLoudflatradiosp.,330.43142,50.81567,1.899
3250,5BZBJ2201-1707,BLLacCandidate,330.48263,-17.11675,0.169
3251,5BZQJ2202-8338,QSORLoudflatradiosp.,330.58012,-83.63661,1.865
3252,5BZBJ2202+4216,BLLac,330.68038,42.27778,0.069
3253,5BZQJ2202-2335,QSORLoudflatradiosp.,330.73333,-23.58617,2.12
3254,5BZQJ2203+3145,QSORLoudflatradiosp.,330.81242,31.76064,0.295
3255,5BZQJ2203+1725,QSORLoudflatradiosp.,330.86196,17.43003,1.076
3256,5BZQJ2203+7151,QSORLoudflatradiosp.,330.87696,71.85236,1.535
3257,5BZUJ2204+0440,BlazarUncertaintype,331.07354,4.66722,0.027
3258,5BZQJ2206-1835,QSORLoudflatradiosp.,331.54342,-18.59408,0.619
3259,5BZQJ2206-2119,QSORLoudflatradiosp.,331.67242,-21.32792,0.577
3260,5BZBJ2206-0031,BLLac,331.68038,-0.51736,
3261,5BZQJ2206-7735,QSORLoudflatradiosp.,331.68525,-77.58994,0.98
3262,5BZQJ2207+0041,QSORLoudflatradiosp.,331.83242,0.69925,1.898
3263,5BZQJ2207-5346,QSORLoudflatradiosp.,331.93221,-53.77606,1.215
3264,5BZQJ2207+1652,QSORLoudflatradiosp.,331.97029,16.87161,1.639
3265,5BZQJ2207-5707,QSORLoudflatradiosp.,331.975,-57.12686,2.725
3266,5BZUJ2208+6519,BlazarUncertaintype,332.01296,65.32744,1.121
3267,5BZUJ2209-4710,BlazarUncertaintype,332.31771,-47.16667,0.006
3268,5BZUJ2209-2453,BlazarUncertaintype,332.34563,-24.89244,0.159
3269,5BZUJ2211-2849,BlazarUncertaintype,332.77208,-28.82581,1.84
3270,5BZBJ2211-0003,BLLac,332.78475,-0.05069,0.362
3271,5BZGJ2211-0023,BLLac-galaxydominated,332.79117,-0.39094,0.448
3272,5BZUJ2211-1328,BlazarUncertaintype,332.85042,-13.46936,0.392
3273,5BZUJ2211+2919,BlazarUncertaintype,332.87629,29.33025,0.149
3274,5BZQJ2211-3707,QSORLoudflatradiosp.,332.96054,-37.11806,0.32
3275,5BZQJ2211+1841,QSORLoudflatradiosp.,332.97454,18.69719,0.07
3276,5BZUJ2212+2355,BlazarUncertaintype,333.02487,23.92792,1.125
3277,5BZQJ2212+0646,QSORLoudflatradiosp.,333.21183,6.76908,1.121
3278,5BZQJ2213-2529,QSORLoudflatradiosp.,333.26042,-25.49169,1.833
3279,5BZQJ2214+3739,QSORLoudflatradiosp.,333.52371,37.65256,2.249
3280,5BZBJ2214+0020,BLLac,333.73487,0.33339,
3281,5BZQJ2215-2944,QSORLoudflatradiosp.,333.81679,-29.73981,2.702
3282,5BZQJ2216+3518,QSORLoudflatradiosp.,334.08338,35.30394,0.51
3283,5BZQJ2216-5424,QSORLoudflatradiosp.,334.08842,-54.41331,1.899
3284,5BZQJ2216+3102,QSORLoudflatradiosp.,334.178,31.04317,2.462
3285,5BZBJ2217+2421,BLLac,334.25342,24.36278,
3286,5BZBJ2217-3106,BLLac,334.36862,-31.106,0.46
3287,5BZQJ2217+0220,QSORLoudflatradiosp.,334.451,2.33631,3.572
3288,5BZQJ2218+1520,QSORLoudflatradiosp.,334.54546,15.34325,2.335
3289,5BZQJ2218-0335,QSORLoudflatradiosp.,334.71683,-3.59358,0.901
3290,5BZQJ2219+1806,QSORLoudflatradiosp.,334.80871,18.10989,1.802
3291,5BZQJ2219-2719,QSORLoudflatradiosp.,334.89717,-27.31758,3.634
3292,5BZBJ2219+2120,BLLac,334.93408,21.34811,0.2
3293,5BZQJ2219-0051,QSORLoudflatradiosp.,334.947,-0.85906,1.878
3294,5BZGJ2219+2613,BLLac-galaxydominated,334.95725,26.22442,0.085
3295,5BZQJ2219+0736,QSORLoudflatradiosp.,334.96008,7.61414,0.611
3296,5BZBJ2221-5225,BLLac,335.37208,-52.42433,
3297,5BZBJ2222-1753,BLLac,335.72446,-17.88917,0.297
3298,5BZQJ2223-3455,QSORLoudflatradiosp.,335.77471,-34.92978,0.298
3299,5BZBJ2223+0102,BLLac,335.87321,1.04075,
3300,5BZQJ2223-1607,QSORLoudflatradiosp.,335.92154,-16.11811,0.881
3301,5BZBJ2224-1126,BLLac,336.03317,-11.43919,0.115
3302,5BZQJ2225+2118,QSORLoudflatradiosp.,336.40854,21.30178,1.959
3303,5BZBJ2225-1113,BLLac,336.43217,-11.22797,0.997
3304,5BZQJ2225-0457,QSORLoudflatradiosp.,336.44692,-4.95039,1.404
3305,5BZQJ2226+0052,QSORLoudflatradiosp.,336.69392,0.86981,2.262
3306,5BZBJ2227+0037,BLLac,336.99225,0.61819,
3307,5BZQJ2228+2503,QSORLoudflatradiosp.,337.00646,25.05086,0.558
3308,5BZQJ2228-0753,QSORLoudflatradiosp.,337.21921,-7.89628,0.638
3309,5BZQJ2229+3057,QSORLoudflatradiosp.,337.39229,30.95336,0.322
3310,5BZQJ2229-0832,QSORLoudflatradiosp.,337.417,-8.54844,1.56
3311,5BZQJ2230-1325,QSORLoudflatradiosp.,337.56379,-13.42858,1.42
3312,5BZQJ2230+6946,QSORLoudflatradiosp.,337.65196,69.77447,1.426
3313,5BZQJ2230-3942,QSORLoudflatradiosp.,337.66783,-39.71447,0.318
3314,5BZQJ2230-4416,QSORLoudflatradiosp.,337.73517,-44.27497,1.326
3315,5BZQJ2232-1659,QSORLoudflatradiosp.,338.094,-16.98386,1.78
3316,5BZQJ2232+1143,QSORLoudflatradiosp.,338.15171,11.73081,1.037
3317,5BZBJ2233+1336,BLLac,338.25467,13.60056,0.214
3318,5BZQJ2234-2055,QSORLoudflatradiosp.,338.73933,-20.91756,1.443
3319,5BZQJ2235-4835,QSORLoudflatradiosp.,338.80517,-48.59967,0.51
3320,5BZBJ2235-3629,BLLac,338.97846,-36.48414,
3321,5BZQJ2235-1826,QSORLoudflatradiosp.,338.98404,-18.43683,2.153
3322,5BZBJ2236-1706,BLLac,339.03967,-17.10611,0.647
3323,5BZQJ2236+2828,QSORLoudflatradiosp.,339.09362,28.48261,0.79
3324,5BZBJ2236-1433,BLLac,339.14204,-14.55617,
3325,5BZQJ2236+7322,QSORLoudflatradiosp.,339.16083,73.38131,1.345
3326,5BZQJ2237-3921,QSORLoudflatradiosp.,339.28375,-39.36053,0.297
3327,5BZQJ2238+0724,QSORLoudflatradiosp.,339.54333,7.40389,1.011
3328,5BZGJ2238-3940,BLLac-galaxydominated,339.55313,-39.67203,0.251
3329,5BZQJ2238+2749,QSORLoudflatradiosp.,339.55362,27.83133,0.835
3330,5BZQJ2238+0412,QSORLoudflatradiosp.,339.58046,4.20878,1.009
3331,5BZQJ2239-5525,QSORLoudflatradiosp.,339.77513,-55.43317,1.975
3332,5BZQJ2239-5701,QSORLoudflatradiosp.,339.80033,-57.01689,0.569
3333,5BZGJ2239-0631,BLLac-galaxydominated,339.94542,-6.53083,0.264
3334,5BZBJ2240+1326,BLLac,340.19542,13.43408,0.66
3335,5BZBJ2241+4120,BLLac,340.28004,41.33656,
3336,5BZQJ2241+0953,QSORLoudflatradiosp.,340.45717,9.89789,1.707
3337,5BZBJ2243-0609,BLLac,340.7865,-6.15072,
3338,5BZBJ2243-2544,BLLac,340.86004,-25.74186,0.774
3339,5BZBJ2243+2021,BLLac,340.97804,20.35108,
3340,5BZUJ2244-2954,BlazarUncertaintype,341.03796,-29.9125,1.197
3341,5BZQJ2244+4057,QSORLoudflatradiosp.,341.05304,40.95378,1.171
3342,5BZQJ2244+2600,QSORLoudflatradiosp.,341.14646,26.00575,2.042
3343,5BZBJ2244-0006,BLLac,341.20038,-0.10542,
3344,5BZQJ2245+0324,QSORLoudflatradiosp.,341.36783,3.40247,1.34
3345,5BZQJ2245+0500,QSORLoudflatradiosp.,341.47354,5.01583,1.091
3346,5BZQJ2246-5607,QSORLoudflatradiosp.,341.56996,-56.12944,1.325
3347,5BZQJ2246-1206,QSORLoudflatradiosp.,341.57596,-12.11425,0.632
3348,5BZQJ2247-3657,QSORLoudflatradiosp.,341.76633,-36.96286,2.252
3349,5BZBJ2247+0000,BLLac,341.87583,0.00181,
3350,5BZQJ2247-1237,QSORLoudflatradiosp.,341.96933,-12.62214,1.888
3351,5BZBJ2247+4413,BLLac,341.97175,44.22097,
3352,5BZQJ2247+0310,QSORLoudflatradiosp.,341.9945,3.17844,1.571
3353,5BZUJ2248-0541,BlazarUncertaintype,342.00033,-5.68839,3.295
3354,5BZGJ2248-0036,BLLac-galaxydominated,342.081,-0.61158,0.212
3355,5BZQJ2248-2931,QSORLoudflatradiosp.,342.11837,-29.52733,1.699
3356,5BZQJ2248-2702,QSORLoudflatradiosp.,342.15167,-27.04878,2.75
3357,5BZUJ2248+3718,BlazarUncertaintype,342.15796,37.30347,1.541
3358,5BZQJ2248-3235,QSORLoudflatradiosp.,342.16121,-32.59783,2.268
3359,5BZQJ2249+2107,QSORLoudflatradiosp.,342.25237,21.11744,1.274
3360,5BZBJ2249-1300,BLLac,342.29471,-13.00078,
3361,5BZQJ2249-3039,QSORLoudflatradiosp.,342.32933,-30.6535,1.307
3362,5BZBJ2249+1308,BLLac,342.45775,13.14575,
3363,5BZBJ2250+3824,BLLac,342.524,38.41031,0.119
3364,5BZUJ2250-4206,BlazarUncertaintype,342.59258,-42.10372,1.04
3365,5BZQJ2250-0647,QSORLoudflatradiosp.,342.61004,-6.79525,1.71
3366,5BZUJ2250-2806,BlazarUncertaintype,342.68538,-28.11092,0.525
3367,5BZQJ2251-3827,QSORLoudflatradiosp.,342.82929,-38.45189,0.135
3368,5BZUJ2251-3206,BlazarUncertaintype,342.94808,-32.10364,
3369,5BZQJ2251+2217,QSORLoudflatradiosp.,342.97292,22.29369,3.668
3370,5BZBJ2251+4030,BLLac,342.99904,40.51617,0.229
3371,5BZBJ2252+1245,BLLac,343.13412,12.75303,0.497
3372,5BZQJ2253+1942,QSORLoudflatradiosp.,343.28071,19.70961,0.284
3373,5BZBJ2253+1404,BLLac,343.476,14.07692,0.327
3374,5BZQJ2253+1608,QSORLoudflatradiosp.,343.49063,16.14822,0.859
3375,5BZBJ2254+0054,BLLac,343.51837,0.90583,
3376,5BZQJ2254+1341,QSORLoudflatradiosp.,343.58758,13.69686,0.677
3377,5BZUJ2254-3209,BlazarUncertaintype,343.64408,-32.15769,0.189
3378,5BZQJ2254-4139,QSORLoudflatradiosp.,343.65287,-41.66111,1.765
3379,5BZBJ2254-2725,BLLac,343.72175,-27.41914,0.333
3380,5BZQJ2254-5926,QSORLoudflatradiosp.,343.73679,-59.43353,1.919
3381,5BZQJ2255-0844,QSORLoudflatradiosp.,343.76767,-8.73444,0.606
3382,5BZBJ2255+2410,BLLac,343.81404,24.16981,
3383,5BZQJ2256-2735,QSORLoudflatradiosp.,344.00067,-27.59892,1.751
3384,5BZQJ2256+2301,QSORLoudflatradiosp.,344.0445,23.02922,1.831
3385,5BZBJ2256-3303,BLLac,344.05567,-33.0605,0.243
3386,5BZBJ2256+1305,BLLac,344.10113,13.09489,
3387,5BZQJ2256-6533,QSORLoudflatradiosp.,344.10363,-65.55711,0.248
3388,5BZGJ2256+2618,BLLac-galaxydominated,344.16321,26.31214,0.121
3389,5BZBJ2256-2011,BLLac,344.17171,-20.19458,
3390,5BZBJ2257+0743,BLLac,344.32208,7.72008,0.19
3391,5BZQJ2257+0243,QSORLoudflatradiosp.,344.32317,2.72153,2.081
3392,5BZQJ2258-2758,QSORLoudflatradiosp.,344.52483,-27.97258,0.926
3393,5BZBJ2258-3644,BLLac,344.56104,-36.74286,
3394,5BZBJ2258-5525,BLLac,344.579,-55.427,0.479
3395,5BZQJ2258+0203,QSORLoudflatradiosp.,344.74063,2.06175,2.668
3396,5BZQJ2259-0811,QSORLoudflatradiosp.,344.75287,-8.18417,1.38
3397,5BZBJ2300+3137,BLLac,345.09512,31.61789,
3398,5BZQJ2300-2644,QSORLoudflatradiosp.,345.10625,-26.73967,1.476
3399,5BZQJ2300+1655,QSORLoudflatradiosp.,345.17913,16.92067,1.284
3400,5BZQJ2301-0158,QSORLoudflatradiosp.,345.28325,-1.96794,0.778
3401,5BZQJ2301+3726,QSORLoudflatradiosp.,345.36558,37.447,2.179
3402,5BZUJ2303-1841,BlazarUncertaintype,345.76242,-18.6905,0.129
